county,state_name,Location,lat,lng,population
Haywood,Tennessee,"Haywood, Tennessee",35.5832,-89.2838,17623
Benzie,Michigan,"Benzie, Michigan",44.6387,-86.0155,17615
Hughes,South Dakota,"Hughes, South Dakota",44.389,-99.996,17608
Kalkaska,Michigan,"Kalkaska, Michigan",44.6847,-85.0902,17585
New Madrid,Missouri,"New Madrid, Missouri",36.5946,-89.6517,17560
Avery,North Carolina,"Avery, North Carolina",36.0765,-81.9226,17506
Andrew,Missouri,"Andrew, Missouri",39.9835,-94.8021,17503
McCreary,Kentucky,"McCreary, Kentucky",36.7371,-84.4842,17465
Richland,Wisconsin,"Richland, Wisconsin",43.3756,-90.4295,17459
Garrard,Kentucky,"Garrard, Kentucky",37.6396,-84.5377,17445
Colonial Heights,Virginia,"Colonial Heights, Virginia",37.265,-77.3969,17428
Mariposa,California,"Mariposa, California",37.5815,-119.9054,17420
Edgar,Illinois,"Edgar, Illinois",39.6786,-87.7456,17407
Lee,South Carolina,"Lee, South Carolina",34.1633,-80.2545,17365
Greene,Georgia,"Greene, Georgia",33.5788,-83.1667,17349
Gem,Idaho,"Gem, Idaho",44.0616,-116.3975,17331
Dukes,Massachusetts,"Dukes, Massachusetts",41.3961,-70.6501,17312
Falls,Texas,"Falls, Texas",31.2533,-96.9359,17272
Leon,Texas,"Leon, Texas",31.2965,-95.9957,17225
Chickasaw,Mississippi,"Chickasaw, Mississippi",33.9208,-88.9479,17193
Chester,Tennessee,"Chester, Tennessee",35.4217,-88.6135,17190
Delaware,Iowa,"Delaware, Iowa",42.4712,-91.3673,17183
Cook,Georgia,"Cook, Georgia",31.154,-83.4305,17177
Seward,Nebraska,"Seward, Nebraska",40.8724,-97.1395,17171
Warren,Illinois,"Warren, Illinois",40.8488,-90.615,17146
Sharp,Arkansas,"Sharp, Arkansas",36.1612,-91.4799,17139
Henry,Alabama,"Henry, Alabama",31.5147,-85.2414,17133
Dickinson,Iowa,"Dickinson, Iowa",43.3779,-95.1509,17127
Mason,Kentucky,"Mason, Kentucky",38.5952,-83.8241,17112
Scurry,Texas,"Scurry, Texas",32.7463,-100.9164,17096
Sevier,Arkansas,"Sevier, Arkansas",33.9972,-94.2412,17081
Hardin,Iowa,"Hardin, Iowa",42.3839,-93.2404,17061
Buckingham,Virginia,"Buckingham, Virginia",37.5722,-78.5288,17059
Lee,Texas,"Lee, Texas",30.3107,-96.9657,17058
Crawford,Iowa,"Crawford, Iowa",42.0372,-95.382,17034
Ben Hill,Georgia,"Ben Hill, Georgia",31.7598,-83.2205,17033
Tama,Iowa,"Tama, Iowa",42.0798,-92.5326,17032
Jackson,Arkansas,"Jackson, Arkansas",35.5992,-91.2145,17027
Robertson,Texas,"Robertson, Texas",31.0271,-96.5128,16990
Manassas Park,Virginia,"Manassas Park, Virginia",38.7719,-77.445,16986
Union,Illinois,"Union, Illinois",37.4713,-89.2551,16968
Parke,Indiana,"Parke, Indiana",39.7736,-87.2064,16946
Bristol,Virginia,"Bristol, Virginia",36.618,-82.1606,16912
Taylor,West Virginia,"Taylor, West Virginia",39.336,-80.0462,16864
Socorro,New Mexico,"Socorro, New Mexico",34.0072,-106.9302,16858
Piscataquis,Maine,"Piscataquis, Maine",45.8373,-69.2846,16836
Humboldt,Nevada,"Humboldt, Nevada",41.4068,-118.112,16828
Cross,Arkansas,"Cross, Arkansas",35.2957,-90.7712,16824
Rockcastle,Kentucky,"Rockcastle, Kentucky",37.3651,-84.316,16820
Polk,Tennessee,"Polk, Tennessee",35.1199,-84.5233,16814
Potter,Pennsylvania,"Potter, Pennsylvania",41.7449,-77.8958,16806
Gunnison,Colorado,"Gunnison, Colorado",38.6668,-107.0316,16802
San Juan,Washington,"San Juan, Washington",48.5782,-122.965,16788
Giles,Virginia,"Giles, Virginia",37.3142,-80.7029,16772
Lafayette,Wisconsin,"Lafayette, Wisconsin",42.6605,-90.1317,16715
Wayne,Tennessee,"Wayne, Tennessee",35.2399,-87.7881,16693
King William,Virginia,"King William, Virginia",37.7066,-77.0886,16688
Pemiscot,Missouri,"Pemiscot, Missouri",36.2114,-89.7854,16663
Rabun,Georgia,"Rabun, Georgia",34.8817,-83.4021,16645
Van Buren,Arkansas,"Van Buren, Arkansas",35.5806,-92.5157,16642
Rush,Indiana,"Rush, Indiana",39.62,-85.4658,16641
Barbour,West Virginia,"Barbour, West Virginia",39.133,-80.003,16633
Dallas,Missouri,"Dallas, Missouri",37.6804,-93.0237,16617
Dixie,Florida,"Dixie, Florida",29.6082,-83.1588,16589
Bond,Illinois,"Bond, Illinois",38.8868,-89.4356,16589
Lawrence,Arkansas,"Lawrence, Arkansas",36.0412,-91.1071,16549
Washington,Alabama,"Washington, Alabama",31.4076,-88.2078,16541
Brunswick,Virginia,"Brunswick, Virginia",36.7648,-77.859,16520
Marshall,Oklahoma,"Marshall, Oklahoma",34.0245,-96.7691,16505
Jasper,Mississippi,"Jasper, Mississippi",32.0191,-89.1188,16505
Fayette,Alabama,"Fayette, Alabama",33.7212,-87.7389,16494
Marion,Arkansas,"Marion, Arkansas",36.2684,-92.6842,16476
Hill,Montana,"Hill, Montana",48.6282,-110.1112,16436
Fountain,Indiana,"Fountain, Indiana",40.1209,-87.242,16430
Pawnee,Oklahoma,"Pawnee, Oklahoma",36.3169,-96.6992,16412
Idaho,Idaho,"Idaho, Idaho",45.8441,-115.4675,16411
Wayne,Illinois,"Wayne, Illinois",38.4296,-88.4256,16402
Piatt,Illinois,"Piatt, Illinois",40.0103,-88.5911,16401
Sawyer,Wisconsin,"Sawyer, Wisconsin",45.88,-91.1445,16399
Park,Montana,"Park, Montana",45.4884,-110.5267,16352
Bates,Missouri,"Bates, Missouri",38.2573,-94.34,16296
Atchison,Kansas,"Atchison, Kansas",39.5318,-95.3135,16268
Richland,North Dakota,"Richland, North Dakota",46.2646,-96.9483,16254
Crawford,Wisconsin,"Crawford, Wisconsin",43.2395,-90.931,16235
Clay,Iowa,"Clay, Iowa",43.0826,-95.1509,16211
Madison,Arkansas,"Madison, Arkansas",36.011,-93.7245,16211
Dade,Georgia,"Dade, Georgia",34.8546,-85.5045,16197
Iowa,Iowa,"Iowa, Iowa",41.6863,-92.0655,16189
Lewis,West Virginia,"Lewis, West Virginia",38.9959,-80.5022,16166
Benton,Tennessee,"Benton, Tennessee",36.0698,-88.0683,16140
Neosho,Kansas,"Neosho, Kansas",37.5585,-95.3068,16108
Alamosa,Colorado,"Alamosa, Colorado",37.5729,-105.7883,16107
Kanabec,Minnesota,"Kanabec, Minnesota",45.9452,-93.2934,16089
Moniteau,Missouri,"Moniteau, Missouri",38.6328,-92.5831,16046
Telfair,Georgia,"Telfair, Georgia",31.9298,-82.939,16035
Lawrence,Illinois,"Lawrence, Illinois",38.72,-87.7268,16033
Baker,Oregon,"Baker, Oregon",44.7092,-117.6753,16019
Madison,Iowa,"Madison, Iowa",41.3307,-94.0155,16012
Smith,Mississippi,"Smith, Mississippi",32.0177,-89.5067,16009
Claiborne,Louisiana,"Claiborne, Louisiana",32.8226,-92.9958,15985
Otoe,Nebraska,"Otoe, Nebraska",40.6485,-96.1348,15949
De Witt,Illinois,"De Witt, Illinois",40.1746,-88.9041,15932
Henry,Kentucky,"Henry, Kentucky",38.4485,-85.1189,15911
Casey,Kentucky,"Casey, Kentucky",37.3223,-84.9283,15885
Osage,Kansas,"Osage, Kansas",38.6523,-95.7269,15881
Jackson,Louisiana,"Jackson, Louisiana",32.3021,-92.5578,15879
Aitkin,Minnesota,"Aitkin, Minnesota",46.6082,-93.4154,15834
Pecos,Texas,"Pecos, Texas",30.781,-102.7235,15815
Floyd,Iowa,"Floyd, Iowa",43.0599,-92.789,15786
Clarke,Mississippi,"Clarke, Mississippi",32.0414,-88.6894,15770
Richland,Illinois,"Richland, Illinois",38.7124,-88.0851,15766
Grayson,Virginia,"Grayson, Virginia",36.6566,-81.2248,15742
Clark,Illinois,"Clark, Illinois",39.3336,-87.7877,15716
Appomattox,Virginia,"Appomattox, Virginia",37.3723,-78.8126,15707
Floyd,Virginia,"Floyd, Virginia",36.9316,-80.3625,15704
Kingfisher,Oklahoma,"Kingfisher, Oklahoma",35.9454,-97.9421,15694
Washburn,Wisconsin,"Washburn, Wisconsin",45.8992,-91.7912,15688
Pike,Illinois,"Pike, Illinois",39.6225,-90.8863,15672
Lawrence,Kentucky,"Lawrence, Kentucky",38.0679,-82.7348,15671
Jefferson,Georgia,"Jefferson, Georgia",33.0549,-82.4182,15618
Ashland,Wisconsin,"Ashland, Wisconsin",46.3161,-90.6779,15617
Brooks,Georgia,"Brooks, Georgia",30.842,-83.5802,15590
Mercer,Illinois,"Mercer, Illinois",41.2053,-90.7414,15589
Gulf,Florida,"Gulf, Florida",29.9555,-85.2266,15576
Dent,Missouri,"Dent, Missouri",37.6066,-91.5079,15545
Karnes,Texas,"Karnes, Texas",28.9057,-97.8594,15545
Vermillion,Indiana,"Vermillion, Indiana",39.8538,-87.464,15539
Torrance,New Mexico,"Torrance, New Mexico",34.6405,-105.8508,15519
Reeves,Texas,"Reeves, Texas",31.323,-103.693,15492
Wetzel,West Virginia,"Wetzel, West Virginia",39.6053,-80.6391,15436
Nottoway,Virginia,"Nottoway, Virginia",37.143,-78.0513,15433
West Feliciana,Louisiana,"West Feliciana, Louisiana",30.8798,-91.42,15428
Union,South Dakota,"Union, South Dakota",42.8326,-96.656,15368
Roseau,Minnesota,"Roseau, Minnesota",48.7751,-95.8108,15361
Marquette,Wisconsin,"Marquette, Wisconsin",43.8196,-89.3987,15304
Grand,Colorado,"Grand, Colorado",40.1026,-106.1183,15303
Union,Florida,"Union, Florida",30.0439,-82.3714,15303
San Juan,Utah,"San Juan, Utah",37.626,-109.8045,15302
Burnett,Wisconsin,"Burnett, Wisconsin",45.8627,-92.3676,15289
Page,Iowa,"Page, Iowa",40.7391,-95.1502,15268
Redwood,Minnesota,"Redwood, Minnesota",44.4037,-95.2538,15261
Knott,Kentucky,"Knott, Kentucky",37.354,-82.9541,15260
Carbon,Wyoming,"Carbon, Wyoming",41.6944,-106.9307,15247
Harrison,Ohio,"Harrison, Ohio",40.2938,-81.0911,15211
Macon,Missouri,"Macon, Missouri",39.8308,-92.5646,15199
Tipton,Indiana,"Tipton, Indiana",40.3113,-86.0519,15162
Alleghany,Virginia,"Alleghany, Virginia",37.7878,-80.0062,15157
Gooding,Idaho,"Gooding, Idaho",42.971,-114.8115,15148
Livingston,Missouri,"Livingston, Missouri",39.7821,-93.5483,15126
Arenac,Michigan,"Arenac, Michigan",44.0647,-83.894,15070
Brown,Indiana,"Brown, Indiana",39.1962,-86.2274,15064
Gogebic,Michigan,"Gogebic, Michigan",46.4089,-89.6944,15061
Jeff Davis,Georgia,"Jeff Davis, Georgia",31.8056,-82.6368,15036
Mills,Iowa,"Mills, Iowa",41.0334,-95.6213,15034
Missaukee,Michigan,"Missaukee, Michigan",44.3374,-85.0947,15028
Mitchell,North Carolina,"Mitchell, North Carolina",36.0133,-82.1636,15004
Hamilton,Iowa,"Hamilton, Iowa",42.3838,-93.7068,14997
Bayfield,Wisconsin,"Bayfield, Wisconsin",46.5238,-91.2008,14993
Kossuth,Iowa,"Kossuth, Iowa",43.2042,-94.2067,14978
LaSalle,Louisiana,"LaSalle, Louisiana",31.6768,-92.1605,14936
Oglethorpe,Georgia,"Oglethorpe, Georgia",33.8807,-83.0807,14931
Williamsburg,Virginia,"Williamsburg, Virginia",37.2692,-76.7076,14927
Cleburne,Alabama,"Cleburne, Alabama",33.6745,-85.5188,14916
Nolan,Texas,"Nolan, Texas",32.3035,-100.406,14904
Sibley,Minnesota,"Sibley, Minnesota",44.5795,-94.2321,14892
Clay,Arkansas,"Clay, Arkansas",36.3683,-90.4175,14889
Bledsoe,Tennessee,"Bledsoe, Tennessee",35.5964,-85.2052,14836
Nelson,Virginia,"Nelson, Virginia",37.7874,-78.8868,14831
Jackson,Texas,"Jackson, Texas",28.9542,-96.5776,14816
Sequatchie,Tennessee,"Sequatchie, Tennessee",35.3712,-85.4106,14816
Hale,Alabama,"Hale, Alabama",32.7627,-87.6291,14809
Choctaw,Oklahoma,"Choctaw, Oklahoma",34.0266,-95.5522,14807
Dickenson,Virginia,"Dickenson, Virginia",37.1258,-82.3504,14756
Gasconade,Missouri,"Gasconade, Missouri",38.4409,-91.5079,14711
Calhoun,South Carolina,"Calhoun, South Carolina",33.6749,-80.7803,14663
Renville,Minnesota,"Renville, Minnesota",44.7268,-94.9471,14652
Moultrie,Illinois,"Moultrie, Illinois",39.6415,-88.6193,14641
Morgan,Ohio,"Morgan, Ohio",39.6204,-81.8527,14640
Union,Kentucky,"Union, Kentucky",37.6585,-87.9453,14638
Butler,Iowa,"Butler, Iowa",42.7316,-92.7902,14628
Trinity,Texas,"Trinity, Texas",31.0888,-95.1355,14620
Bourbon,Kansas,"Bourbon, Kansas",37.8552,-94.8493,14608
Pendleton,Kentucky,"Pendleton, Kentucky",38.6956,-84.3603,14572
Fleming,Kentucky,"Fleming, Kentucky",38.3701,-83.6967,14513
Rolette,North Dakota,"Rolette, North Dakota",48.7724,-99.8409,14511
Fulton,Pennsylvania,"Fulton, Pennsylvania",39.9254,-78.1127,14506
Calhoun,Mississippi,"Calhoun, Mississippi",33.9365,-89.3365,14499
Walthall,Mississippi,"Walthall, Mississippi",31.1484,-90.1061,14477
Carroll,Illinois,"Carroll, Illinois",42.0687,-89.9343,14466
Trigg,Kentucky,"Trigg, Kentucky",36.8064,-87.8734,14449
Clarke,Virginia,"Clarke, Virginia",39.1123,-77.9967,14423
Noble,Ohio,"Noble, Ohio",39.766,-81.4556,14416
Crockett,Tennessee,"Crockett, Tennessee",35.8135,-89.1395,14399
Craig,Oklahoma,"Craig, Oklahoma",36.7618,-95.2085,14390
Bamberg,South Carolina,"Bamberg, South Carolina",33.2148,-81.0542,14376
Calhoun,Florida,"Calhoun, Florida",30.406,-85.1972,14362
Oglala Lakota,South Dakota,"Oglala Lakota, South Dakota",43.3355,-102.5516,14335
Hamilton,Florida,"Hamilton, Florida",30.4964,-82.9479,14326
Winn,Louisiana,"Winn, Louisiana",31.9443,-92.6367,14313
Mono,California,"Mono, California",37.9391,-118.8868,14310
Zapata,Texas,"Zapata, Texas",27.0008,-99.1686,14304
Saline,Nebraska,"Saline, Nebraska",40.5241,-97.1409,14270
Las Animas,Colorado,"Las Animas, Colorado",37.3158,-104.0386,14266
Swain,North Carolina,"Swain, North Carolina",35.4868,-83.4928,14260
Estill,Kentucky,"Estill, Kentucky",37.6924,-83.9643,14224
Massac,Illinois,"Massac, Illinois",37.219,-88.7077,14219
Larue,Kentucky,"Larue, Kentucky",37.5458,-85.6979,14204
Madison,Texas,"Madison, Texas",30.9655,-95.9284,14197
Braxton,West Virginia,"Braxton, West Virginia",38.6999,-80.7193,14190
Pennington,Minnesota,"Pennington, Minnesota",48.0662,-96.0367,14183
Cannon,Tennessee,"Cannon, Tennessee",35.8087,-86.0618,14178
McIntosh,Georgia,"McIntosh, Georgia",31.4967,-81.4085,14174
Jefferson,Florida,"Jefferson, Florida",30.4375,-83.8953,14161
Tallahatchie,Mississippi,"Tallahatchie, Mississippi",33.9505,-90.1732,14158
Rusk,Wisconsin,"Rusk, Wisconsin",45.4751,-91.1332,14132
Falls Church,Virginia,"Falls Church, Virginia",38.8847,-77.1751,14128
Chowan,North Carolina,"Chowan, North Carolina",36.1508,-76.6079,14097
Harrison,Iowa,"Harrison, Iowa",41.6829,-95.8168,14089
Washington,Illinois,"Washington, Illinois",38.3522,-89.4105,14058
Cedar,Missouri,"Cedar, Missouri",37.7239,-93.8566,14043
Roane,West Virginia,"Roane, West Virginia",38.714,-81.3483,14020
Newton,Indiana,"Newton, Indiana",40.9558,-87.3976,13992
Screven,Georgia,"Screven, Georgia",32.7506,-81.6119,13989
Clay,South Dakota,"Clay, South Dakota",42.9147,-96.9756,13957
Murray,Oklahoma,"Murray, Oklahoma",34.4823,-97.0679,13946
Monroe,Ohio,"Monroe, Ohio",39.7274,-81.0829,13942
Converse,Wyoming,"Converse, Wyoming",42.9723,-105.5072,13921
Jasper,Georgia,"Jasper, Georgia",33.3165,-83.688,13916
Newton,Texas,"Newton, Texas",30.7863,-93.7448,13914
Crawford,Michigan,"Crawford, Michigan",44.6837,-84.6103,13892
Lamar,Alabama,"Lamar, Alabama",33.7791,-88.097,13885
White,Illinois,"White, Illinois",38.0875,-88.1796,13868
Callahan,Texas,"Callahan, Texas",32.2976,-99.3735,13856
Crenshaw,Alabama,"Crenshaw, Alabama",31.7315,-86.3135,13844
O'Brien,Iowa,"O'Brien, Iowa",43.0838,-95.6249,13835
Atoka,Oklahoma,"Atoka, Oklahoma",34.3736,-96.0378,13823
Allamakee,Iowa,"Allamakee, Iowa",43.2843,-91.3781,13813
Hardy,West Virginia,"Hardy, West Virginia",39.0075,-78.8579,13805
Faribault,Minnesota,"Faribault, Minnesota",43.6739,-93.9479,13801
Ketchikan Gateway,Alaska,"Ketchikan Gateway, Alaska",55.5852,-130.9288,13800
York,Nebraska,"York, Nebraska",40.8727,-97.5971,13745
Dooly,Georgia,"Dooly, Georgia",32.1572,-83.7988,13736
Glacier,Montana,"Glacier, Montana",48.7051,-112.9947,13732
Wadena,Minnesota,"Wadena, Minnesota",46.5858,-94.9694,13654
Greene,Mississippi,"Greene, Mississippi",31.2142,-88.6392,13645
Mason,Illinois,"Mason, Illinois",40.2396,-89.9168,13621
Osage,Missouri,"Osage, Missouri",38.4604,-91.8618,13615
Mississippi,Missouri,"Mississippi, Missouri",36.8281,-89.2911,13574
Izard,Arkansas,"Izard, Arkansas",36.0949,-91.9134,13570
Ripley,Missouri,"Ripley, Missouri",36.6528,-90.8638,13567
Bienville,Louisiana,"Bienville, Louisiana",32.3472,-93.056,13564
Comanche,Texas,"Comanche, Texas",31.948,-98.5582,13529
Glades,Florida,"Glades, Florida",26.9564,-81.1891,13516
Franklin,Idaho,"Franklin, Idaho",42.1811,-111.8132,13464
Lincoln,Arkansas,"Lincoln, Arkansas",33.9575,-91.7333,13455
Kodiak Island,Alaska,"Kodiak Island, Alaska",57.677,-153.7806,13451
Perquimans,North Carolina,"Perquimans, North Carolina",36.2058,-76.4411,13430
Stewart,Tennessee,"Stewart, Tennessee",36.5012,-87.8384,13427
Lewis,Kentucky,"Lewis, Kentucky",38.5316,-83.3781,13417
Price,Wisconsin,"Price, Wisconsin",45.6804,-90.3614,13416
Monroe,West Virginia,"Monroe, West Virginia",37.5604,-80.5505,13401
Big Horn,Montana,"Big Horn, Montana",45.4234,-107.4898,13387
Pend Oreille,Washington,"Pend Oreille, Washington",48.5323,-117.274,13377
Hughes,Oklahoma,"Hughes, Oklahoma",35.0484,-96.2502,13372
Jackson,Kentucky,"Jackson, Kentucky",37.4198,-84.0058,13369
Grundy,Tennessee,"Grundy, Tennessee",35.3884,-85.7226,13344
Goshen,Wyoming,"Goshen, Wyoming",42.0879,-104.3533,13342
Clay,Alabama,"Clay, Alabama",33.269,-85.8606,13337
McKenzie,North Dakota,"McKenzie, North Dakota",47.7402,-103.3953,13334
Howard,Arkansas,"Howard, Arkansas",34.0888,-93.9935,13311
Douglas,Missouri,"Douglas, Missouri",36.9326,-92.4988,13306
Macon,Georgia,"Macon, Georgia",32.3584,-84.0425,13305
Morgan,Kentucky,"Morgan, Kentucky",37.9223,-83.2589,13288
Clay,Illinois,"Clay, Illinois",38.7542,-88.4902,13287
Ford,Illinois,"Ford, Illinois",40.5972,-88.2233,13270
Jackson,Kansas,"Jackson, Kansas",39.4168,-95.7937,13266
Archuleta,Colorado,"Archuleta, Colorado",37.1935,-107.0483,13253
Wayne,Missouri,"Wayne, Missouri",37.1126,-90.4614,13195
Madison,Virginia,"Madison, Virginia",38.4137,-78.2792,13170
Greene,Illinois,"Greene, Illinois",39.3562,-90.3905,13132
Moffat,Colorado,"Moffat, Colorado",40.6184,-108.2074,13127
Buffalo,Wisconsin,"Buffalo, Wisconsin",44.3798,-91.7545,13126
Lamb,Texas,"Lamb, Texas",34.0686,-102.3517,13123
Cass,Iowa,"Cass, Iowa",41.3315,-94.9278,13091
Vinton,Ohio,"Vinton, Ohio",39.251,-82.4853,13083
Webster,Kentucky,"Webster, Kentucky",37.5184,-87.6832,13068
Charlton,Georgia,"Charlton, Georgia",30.7817,-82.1379,13040
Fremont,Idaho,"Fremont, Idaho",44.2288,-111.4819,13020
Breathitt,Kentucky,"Breathitt, Kentucky",37.5216,-83.3241,12977
Amelia,Virginia,"Amelia, Virginia",37.336,-77.9761,12953
Choctaw,Alabama,"Choctaw, Alabama",32.0198,-88.2632,12925
Camp,Texas,"Camp, Texas",32.9732,-94.9785,12878
Millard,Utah,"Millard, Utah",39.0732,-113.1006,12854
Martinsville,Virginia,"Martinsville, Virginia",36.6827,-79.8636,12852
Summers,West Virginia,"Summers, West Virginia",37.6559,-80.8586,12848
Wilbarger,Texas,"Wilbarger, Texas",34.0808,-99.241,12833
Dawson,Texas,"Dawson, Texas",32.7426,-101.9476,12813
Bleckley,Georgia,"Bleckley, Georgia",32.4344,-83.3279,12807
Sumter,Alabama,"Sumter, Alabama",32.5911,-88.1988,12797
Butler,Kentucky,"Butler, Kentucky",37.2073,-86.6816,12764
Wright,Iowa,"Wright, Iowa",42.7331,-93.7351,12739
Lake,South Dakota,"Lake, South Dakota",44.0221,-97.1294,12717
Presque Isle,Michigan,"Presque Isle, Michigan",45.3402,-83.9176,12714
Caldwell,Kentucky,"Caldwell, Kentucky",37.1454,-87.8679,12702
Pamlico,North Carolina,"Pamlico, North Carolina",35.1435,-76.7407,12701
Trinity,California,"Trinity, California",40.6507,-123.1126,12700
Haskell,Oklahoma,"Haskell, Oklahoma",35.2248,-95.1166,12687
Lawrence,Mississippi,"Lawrence, Mississippi",31.5502,-90.107,12633
Shoshone,Idaho,"Shoshone, Idaho",47.3529,-115.8924,12609
Pulaski,Indiana,"Pulaski, Indiana",41.0419,-86.6988,12559
Allen,Kansas,"Allen, Kansas",37.8857,-95.3014,12556
Terry,Texas,"Terry, Texas",33.1738,-102.3352,12528
DeKalb,Missouri,"DeKalb, Missouri",39.8932,-94.4047,12526
Koochiching,Minnesota,"Koochiching, Minnesota",48.2453,-93.7834,12515
Johnson,Illinois,"Johnson, Illinois",37.4597,-88.8809,12494
Cass,Illinois,"Cass, Illinois",39.9735,-90.2474,12493
Magoffin,Kentucky,"Magoffin, Kentucky",37.7065,-83.0649,12491
Stone,Arkansas,"Stone, Arkansas",35.8599,-92.1567,12475
Appanoose,Iowa,"Appanoose, Iowa",40.7432,-92.8686,12452
Amite,Mississippi,"Amite, Mississippi",31.1744,-90.8044,12412
Conecuh,Alabama,"Conecuh, Alabama",31.4292,-86.9937,12394
Pike,Indiana,"Pike, Indiana",38.3988,-87.2322,12378
Morris,Texas,"Morris, Texas",33.1135,-94.7327,12373
Yalobusha,Mississippi,"Yalobusha, Mississippi",34.0282,-89.7077,12367
Union,Iowa,"Union, Iowa",41.0277,-94.2424,12358
Bath,Kentucky,"Bath, Kentucky",38.145,-83.7427,12355
Little River,Arkansas,"Little River, Arkansas",33.7005,-94.2343,12347
Crawford,Georgia,"Crawford, Georgia",32.7145,-83.9863,12325
Todd,Kentucky,"Todd, Kentucky",36.8357,-87.1792,12316
Menard,Illinois,"Menard, Illinois",40.0274,-89.8022,12306
Powell,Kentucky,"Powell, Kentucky",37.8311,-83.8237,12304
Grundy,Iowa,"Grundy, Iowa",42.4019,-92.7914,12299
Lunenburg,Virginia,"Lunenburg, Virginia",36.9462,-78.2406,12282
Fulton,Arkansas,"Fulton, Arkansas",36.3817,-91.8182,12231
Bollinger,Missouri,"Bollinger, Missouri",37.3222,-90.0259,12225
Northumberland,Virginia,"Northumberland, Virginia",37.8876,-76.4197,12190
Madison,Missouri,"Madison, Missouri",37.478,-90.345,12179
Red River,Texas,"Red River, Texas",33.6207,-95.0503,12171
Colfax,New Mexico,"Colfax, New Mexico",36.6061,-104.6468,12168
Live Oak,Texas,"Live Oak, Texas",28.3514,-98.1248,12139
Edmonson,Kentucky,"Edmonson, Kentucky",37.2088,-86.2384,12138
Linn,Missouri,"Linn, Missouri",39.8702,-93.1072,12113
Meigs,Tennessee,"Meigs, Tennessee",35.5128,-84.8134,12104
Poquoson,Virginia,"Poquoson, Virginia",37.1318,-76.3569,12090
Okfuskee,Oklahoma,"Okfuskee, Oklahoma",35.4655,-96.3228,12067
Charlotte,Virginia,"Charlotte, Virginia",37.0116,-78.6616,12040
Zavala,Texas,"Zavala, Texas",28.8662,-99.7606,12039
Lewis,Tennessee,"Lewis, Tennessee",35.5273,-87.4931,12027
Chickasaw,Iowa,"Chickasaw, Iowa",43.0601,-92.3177,12026
Washington,Kentucky,"Washington, Kentucky",37.7534,-85.1748,12023
Prowers,Colorado,"Prowers, Colorado",37.9552,-102.3934,12022
Blackford,Indiana,"Blackford, Indiana",40.4736,-85.3248,12013
Perry,Mississippi,"Perry, Mississippi",31.172,-88.9924,12006
Marion,Kansas,"Marion, Kansas",38.3589,-97.0969,11964
Chippewa,Minnesota,"Chippewa, Minnesota",45.0224,-95.5667,11953
Washington,North Carolina,"Washington, North Carolina",35.8226,-76.5775,11922
Jefferson,Montana,"Jefferson, Montana",46.1485,-112.0938,11917
Northampton,Virginia,"Northampton, Virginia",37.343,-75.877,11885
Big Horn,Wyoming,"Big Horn, Wyoming",44.5267,-107.9952,11882
Lake,Michigan,"Lake, Michigan",43.9901,-85.8016,11852
Boundary,Idaho,"Boundary, Idaho",48.7669,-116.4629,11845
Franklin,Florida,"Franklin, Florida",29.8765,-84.814,11811
