,State,County,"Male sufficient physical activity prevalence, 2001 (%)","Female sufficient physical activity prevalence, 2001 (%)","Male sufficient physical activity  prevalence, 2009 (%)","Female sufficient physical activity  prevalence, 2009 (%)","Male sufficient physical activity  prevalence, 2011* (%)","Female sufficient physical activity  prevalence, 2011* (%)","Difference in male sufficient physical activity prevalence, 2001-2009 (percentage points)","Difference in female sufficient physical activity prevalence, 2001-2009 (percentage points)"
2394,South Carolina,Orangeburg,51.2,34.6,54.9,43.4,55.5,46.1,3.7,8.8
2395,South Carolina,Pickens,54.1,42.2,59.4,52.1,58.3,53.1,5.3,9.9
2396,South Carolina,Richland,64.4,46.2,56.4,47.9,53.7,50.4,-8.0,1.7
2397,South Carolina,Saluda,54.4,36.8,53.4,43.6,50.6,44.4,-1.1,6.7
2398,South Carolina,Spartanburg,55.9,39.1,56.3,43.5,54.2,44.5,0.3,4.4
2399,South Carolina,Sumter,55.6,39.9,53.7,41.5,52.8,42.6,-2.0,1.6
2400,South Carolina,Union,55.0,35.4,52.1,35.9,50.9,36.6,-2.9,0.5
2401,South Carolina,Williamsburg,49.7,33.4,49.5,38.5,46.5,39.9,-0.2,5.1
2402,South Carolina,York,60.2,44.7,61.7,49.8,61.0,51.3,1.5,5.1
2403,South Dakota,,54.2,49.0,54.9,51.1,52.3,52.0,0.8,2.1
2404,South Dakota,Aurora,47.6,47.0,57.6,53.9,55.8,54.9,10.0,6.9
2405,South Dakota,Beadle,51.2,43.8,50.3,50.3,48.5,51.9,-0.9,6.5
2406,South Dakota,Bennett,49.1,43.5,52.0,46.4,50.6,47.6,2.9,2.9
2407,South Dakota,Bon Homme,47.9,45.5,54.8,51.1,53.0,52.1,6.8,5.6
2408,South Dakota,Brookings,56.6,50.3,57.9,52.7,58.4,53.4,1.3,2.4
2409,South Dakota,Brown,52.1,51.0,57.5,51.2,56.0,51.8,5.3,0.2
2410,South Dakota,Brule,49.4,49.7,57.6,53.9,56.1,55.0,8.2,4.2
2411,South Dakota,Buffalo,41.2,37.0,51.5,42.5,49.9,43.8,10.3,5.5
2412,South Dakota,Butte,51.4,50.6,56.6,50.0,54.8,51.0,5.3,-0.6
2413,South Dakota,Campbell,53.3,48.8,54.3,51.2,52.3,52.2,1.0,2.3
2414,South Dakota,Charles Mix,44.8,46.4,54.0,49.9,52.2,51.1,9.2,3.5
2415,South Dakota,Clark,47.7,44.3,54.1,52.1,52.1,53.1,6.3,7.9
2416,South Dakota,Clay,55.9,51.1,57.8,54.6,55.1,55.8,1.9,3.5
2417,South Dakota,Codington,53.5,50.5,53.7,53.9,49.9,54.9,0.2,3.4
2418,South Dakota,Corson,47.6,44.9,54.8,48.5,53.3,49.8,7.2,3.6
2419,South Dakota,Custer,59.5,54.5,58.5,56.9,56.9,57.9,-1.0,2.4
2420,South Dakota,Davison,54.5,49.4,52.7,50.2,50.0,51.7,-1.8,0.8
2421,South Dakota,Day,46.1,48.5,56.4,52.0,54.4,53.1,10.3,3.6
2422,South Dakota,Deuel,51.5,47.9,53.1,50.6,51.2,51.7,1.6,2.6
2423,South Dakota,Dewey,52.0,48.5,50.8,42.4,48.8,43.7,-1.2,-6.0
2424,South Dakota,Douglas,39.9,41.5,47.5,44.5,45.7,45.6,7.5,3.0
2425,South Dakota,Edmunds,44.2,44.9,54.5,51.3,52.7,52.2,10.3,6.4
2426,South Dakota,Fall River,55.9,47.6,58.0,54.1,56.6,55.4,2.0,6.5
2427,South Dakota,Faulk,39.8,45.8,54.9,51.7,53.0,52.6,15.0,5.9
2428,South Dakota,Grant,48.1,47.7,55.7,51.5,53.8,52.6,7.6,3.8
2429,South Dakota,Gregory,45.8,49.8,56.1,52.9,54.4,53.9,10.3,3.1
2430,South Dakota,Haakon,53.6,50.3,59.9,56.3,58.5,57.3,6.3,6.0
2431,South Dakota,Hamlin,49.0,46.6,54.8,52.7,52.9,53.7,5.8,6.1
2432,South Dakota,Hand,47.3,48.5,55.5,53.3,53.8,54.2,8.2,4.8
2433,South Dakota,Hanson,46.0,47.0,55.9,52.4,54.2,53.5,9.8,5.5
2434,South Dakota,Harding,53.3,53.6,56.9,53.9,55.1,54.8,3.7,0.3
2435,South Dakota,Hughes,53.7,55.0,60.2,51.4,58.3,51.6,6.5,-3.6
2436,South Dakota,Hutchinson,40.3,44.3,51.2,48.1,49.4,49.1,10.9,3.8
2437,South Dakota,Hyde,45.5,50.3,56.5,51.8,54.8,52.8,11.1,1.5
2438,South Dakota,Jackson,53.9,48.8,54.9,49.3,53.3,50.6,1.0,0.5
2439,South Dakota,Jerauld,48.9,44.4,53.0,51.1,51.5,52.2,4.1,6.6
2440,South Dakota,Jones,50.6,51.2,58.6,55.0,57.3,55.9,7.9,3.7
2441,South Dakota,Kingsbury,49.7,47.0,55.1,53.1,53.3,54.1,5.4,6.1
2442,South Dakota,Lake,53.3,49.5,56.8,52.8,55.0,53.9,3.4,3.3
2443,South Dakota,Lawrence,60.3,57.5,60.1,52.3,56.7,54.7,-0.2,-5.2
2444,South Dakota,Lincoln,56.3,48.4,55.2,52.4,50.1,52.4,-1.1,4.0
2445,South Dakota,Lyman,48.7,51.0,55.9,50.1,54.2,51.3,7.2,-0.9
2446,South Dakota,Marshall,46.1,45.3,55.5,51.0,53.6,52.2,9.4,5.7
2447,South Dakota,McCook,49.4,50.4,59.1,55.1,57.3,56.2,9.7,4.7
2448,South Dakota,McPherson,37.1,35.0,45.9,42.8,44.3,43.9,8.8,7.9
2449,South Dakota,Meade,55.9,55.7,55.2,53.8,51.2,54.6,-0.7,-1.8
2450,South Dakota,Mellette,46.2,45.9,53.0,47.6,51.2,48.8,6.8,1.7
2451,South Dakota,Miner,49.2,48.6,57.5,54.0,55.6,55.1,8.3,5.4
2452,South Dakota,Minnehaha,55.9,47.1,50.9,49.1,46.2,50.1,-5.0,1.9
2453,South Dakota,Moody,54.6,49.9,56.2,52.3,54.0,53.4,1.6,2.3
2454,South Dakota,Pennington,62.0,50.0,58.5,52.7,57.3,52.7,-3.5,2.7
2455,South Dakota,Perkins,46.2,49.6,56.6,53.2,55.1,54.3,10.4,3.6
2456,South Dakota,Potter,47.3,50.2,56.9,53.4,55.3,54.5,9.5,3.2
2457,South Dakota,Roberts,45.9,45.2,55.8,51.6,54.2,52.8,9.9,6.5
2458,South Dakota,Sanborn,50.2,48.1,54.3,52.1,52.5,53.3,4.0,4.0
2459,South Dakota,Shannon,51.4,44.1,48.9,41.1,47.1,42.6,-2.4,-2.9
2460,South Dakota,Spink,47.2,47.4,53.9,51.3,52.2,52.4,6.8,3.9
2461,South Dakota,Stanley,55.1,53.5,59.4,53.8,57.8,54.7,4.3,0.2
2462,South Dakota,Sully,48.6,53.4,60.7,55.9,59.3,56.9,12.0,2.5
2463,South Dakota,Todd,48.2,46.1,51.1,44.2,49.3,45.3,2.8,-1.9
2464,South Dakota,Tripp,48.2,50.0,57.0,52.6,55.3,53.6,8.9,2.6
2465,South Dakota,Turner,48.2,49.6,56.8,52.3,55.0,53.3,8.6,2.8
2466,South Dakota,Union,54.3,50.8,52.5,50.4,48.9,51.6,-1.8,-0.3
2467,South Dakota,Walworth,51.7,45.4,56.7,51.0,55.2,51.9,5.0,5.6
2468,South Dakota,Yankton,54.7,48.1,55.5,51.4,53.7,52.3,0.9,3.4
2469,South Dakota,Ziebach,41.8,40.2,50.0,45.1,48.7,46.6,8.2,4.9
2470,Tennessee,,48.8,36.3,48.8,39.2,46.7,39.9,0.0,3.0
2471,Tennessee,Anderson,49.1,35.9,53.3,41.8,52.2,42.8,4.2,5.9
2472,Tennessee,Bedford,45.9,33.9,48.0,36.4,46.1,37.3,2.1,2.5
2473,Tennessee,Benton,41.5,33.6,48.4,38.9,46.1,39.5,6.9,5.3
2474,Tennessee,Bledsoe,41.9,32.6,42.0,37.2,40.5,38.1,0.1,4.5
2475,Tennessee,Blount,54.9,42.9,53.5,43.6,51.2,44.1,-1.5,0.7
2476,Tennessee,Bradley,48.0,37.3,49.4,38.9,48.9,38.8,1.4,1.6
2477,Tennessee,Campbell,39.1,24.5,42.7,34.6,40.9,35.3,3.6,10.1
2478,Tennessee,Cannon,44.2,33.4,44.3,37.6,41.7,38.2,0.1,4.2
2479,Tennessee,Carroll,42.7,32.1,47.7,32.7,46.2,33.3,5.0,0.6
2480,Tennessee,Carter,45.3,33.1,46.0,36.8,44.2,37.4,0.7,3.7
2481,Tennessee,Cheatham,48.3,34.8,49.4,40.4,47.2,41.0,1.1,5.6
2482,Tennessee,Chester,44.1,32.1,46.5,35.1,45.5,36.3,2.4,3.1
2483,Tennessee,Claiborne,40.5,28.2,43.9,38.3,41.3,38.9,3.4,10.0
2484,Tennessee,Clay,38.2,29.4,43.7,36.3,41.6,37.3,5.5,6.9
2485,Tennessee,Cocke,41.1,31.6,44.6,34.8,41.8,35.7,3.5,3.2
2486,Tennessee,Coffee,49.9,36.5,52.1,39.0,50.2,39.0,2.2,2.6
2487,Tennessee,Crockett,40.1,30.1,43.8,31.5,41.8,32.2,3.7,1.4
2488,Tennessee,Cumberland,48.8,37.8,52.2,41.1,51.4,41.9,3.4,3.2
2489,Tennessee,Davidson,51.8,38.3,53.7,40.1,55.0,40.9,1.8,1.8
2490,Tennessee,Decatur,40.5,32.2,46.1,36.9,44.1,37.8,5.6,4.7
2491,Tennessee,DeKalb,43.5,31.2,44.8,35.1,43.8,35.9,1.4,3.9
2492,Tennessee,Dickson,47.9,35.2,50.0,41.7,47.9,42.7,2.1,6.5
2493,Tennessee,Dyer,44.4,33.1,45.6,35.5,42.9,35.9,1.2,2.4
2494,Tennessee,Fayette,46.1,34.6,52.4,39.4,50.6,40.1,6.3,4.9
2495,Tennessee,Fentress,37.6,27.4,40.9,36.5,38.6,37.6,3.3,9.1
2496,Tennessee,Franklin,49.9,38.6,49.8,39.5,47.8,39.8,-0.2,0.9
2497,Tennessee,Gibson,47.1,33.0,45.5,31.3,43.1,32.3,-1.5,-1.7
2498,Tennessee,Giles,48.5,37.2,48.6,35.3,46.8,36.2,0.1,-1.9
2499,Tennessee,Grainger,36.9,28.1,40.8,34.6,38.3,35.3,3.9,6.6
2500,Tennessee,Greene,43.6,30.1,46.7,33.3,44.2,33.7,3.0,3.2
2501,Tennessee,Grundy,36.9,25.7,41.1,32.7,39.5,33.6,4.2,6.9
2502,Tennessee,Hamblen,46.6,32.0,47.5,36.2,44.7,37.1,0.9,4.3
2503,Tennessee,Hamilton,55.4,40.0,48.1,40.5,47.9,40.8,-7.3,0.5
2504,Tennessee,Hancock,35.5,26.2,43.8,37.5,41.7,38.5,8.3,11.3
2505,Tennessee,Hardeman,44.9,30.1,41.4,30.4,39.2,31.3,-3.5,0.3
2506,Tennessee,Hardin,44.1,34.2,45.1,37.6,43.0,38.5,1.0,3.3
2507,Tennessee,Hawkins,43.0,31.0,46.5,37.3,44.9,38.5,3.5,6.3
2508,Tennessee,Haywood,43.3,27.6,45.0,29.8,42.7,30.7,1.6,2.2
2509,Tennessee,Henderson,44.5,33.1,47.3,35.4,44.6,36.2,2.8,2.2
2510,Tennessee,Henry,43.1,33.2,51.6,38.9,49.4,39.9,8.5,5.7
2511,Tennessee,Hickman,40.6,30.8,46.0,37.8,43.6,38.6,5.3,7.0
2512,Tennessee,Houston,45.9,38.1,50.8,42.3,48.8,43.4,4.9,4.1
2513,Tennessee,Humphreys,47.7,38.4,53.5,44.9,51.9,46.2,5.8,6.5
2514,Tennessee,Jackson,38.5,29.1,42.0,35.1,40.0,36.0,3.5,6.0
2515,Tennessee,Jefferson,47.3,36.9,49.1,37.7,47.7,38.6,1.9,0.8
2516,Tennessee,Johnson,40.3,32.0,41.7,35.8,40.7,36.7,1.4,3.8
2517,Tennessee,Knox,51.7,41.7,48.6,42.1,43.5,42.3,-3.1,0.4
2518,Tennessee,Lake,35.8,24.1,39.5,32.8,37.8,33.6,3.7,8.7
2519,Tennessee,Lauderdale,39.7,28.5,45.3,32.3,42.9,32.8,5.6,3.8
2520,Tennessee,Lawrence,43.6,33.5,46.9,33.5,44.4,34.1,3.2,0.0
2521,Tennessee,Lewis,42.9,36.1,47.0,35.3,45.1,36.3,4.1,-0.8
2522,Tennessee,Lincoln,46.4,34.6,50.1,38.9,49.1,39.8,3.7,4.3
2523,Tennessee,Loudon,47.5,39.7,51.1,43.3,49.9,43.9,3.6,3.6
2524,Tennessee,Macon,37.8,29.3,47.5,38.1,46.0,38.6,9.7,8.7
2525,Tennessee,Madison,50.7,36.0,44.8,34.3,41.8,35.7,-6.0,-1.7
2526,Tennessee,Marion,45.4,32.0,44.0,37.3,42.2,38.3,-1.4,5.3
2527,Tennessee,Marshall,46.9,35.2,47.7,34.9,45.8,35.9,0.8,-0.3
2528,Tennessee,Maury,48.4,37.1,51.3,36.6,49.6,37.5,2.9,-0.6
2529,Tennessee,McMinn,44.0,34.9,46.6,41.0,44.5,42.0,2.6,6.1
2530,Tennessee,McNairy,45.3,34.9,43.9,37.2,41.7,38.4,-1.4,2.3
2531,Tennessee,Meigs,39.4,32.1,41.9,35.9,39.9,36.9,2.5,3.8
2532,Tennessee,Monroe,45.0,34.7,44.2,41.9,41.9,43.0,-0.8,7.2
2533,Tennessee,Montgomery,54.1,42.9,54.7,43.2,51.4,43.2,0.6,0.4
2534,Tennessee,Moore,50.0,40.7,50.5,40.9,49.1,41.8,0.5,0.2
2535,Tennessee,Morgan,39.6,30.2,49.4,41.2,47.2,41.9,9.7,11.0
2536,Tennessee,Obion,46.1,34.5,48.3,37.0,46.5,38.3,2.2,2.6
2537,Tennessee,Overton,38.7,28.0,44.9,38.7,42.8,39.4,6.2,10.7
2538,Tennessee,Perry,40.4,33.3,48.8,40.0,47.4,41.1,8.4,6.7
2539,Tennessee,Pickett,41.8,30.4,48.7,41.3,47.0,42.3,6.8,10.8
2540,Tennessee,Polk,41.1,30.9,46.1,42.2,45.0,43.0,4.9,11.3
2541,Tennessee,Putnam,49.8,33.5,49.7,40.9,47.3,42.1,-0.1,7.5
2542,Tennessee,Rhea,43.9,33.1,44.8,35.9,43.9,36.4,0.9,2.8
2543,Tennessee,Roane,45.8,38.0,48.6,40.6,45.8,41.6,2.8,2.6
2544,Tennessee,Robertson,45.7,34.3,49.2,38.7,46.9,39.4,3.4,4.4
2545,Tennessee,Rutherford,53.3,39.5,55.1,42.6,52.9,43.1,1.8,3.1
2546,Tennessee,Scott,39.4,26.9,45.9,38.2,44.5,39.2,6.5,11.2
2547,Tennessee,Sequatchie,43.5,33.8,44.0,40.8,42.1,41.7,0.5,7.0
2548,Tennessee,Sevier,52.0,40.8,50.1,38.7,46.7,39.3,-1.9,-2.1
2549,Tennessee,Shelby,48.6,33.7,45.3,38.2,41.9,38.8,-3.4,4.5
2550,Tennessee,Smith,45.0,33.9,48.5,38.0,47.3,38.7,3.6,4.1
2551,Tennessee,Stewart,44.0,37.4,53.2,43.8,51.1,44.7,9.2,6.4
2552,Tennessee,Sullivan,48.3,35.2,43.9,36.4,41.7,36.6,-4.4,1.2
2553,Tennessee,Sumner,49.6,38.5,50.9,43.7,48.5,45.3,1.4,5.2
2554,Tennessee,Tipton,44.8,35.9,48.2,38.6,45.0,38.6,3.4,2.7
2555,Tennessee,Trousdale,40.4,31.3,47.9,38.2,45.8,39.1,7.5,6.9
2556,Tennessee,Unicoi,45.2,33.6,47.1,36.0,44.7,36.8,1.9,2.4
2557,Tennessee,Union,35.5,24.5,41.5,34.1,39.9,34.9,6.0,9.6
2558,Tennessee,Van Buren,40.3,31.3,45.9,39.3,44.1,40.3,5.6,8.0
2559,Tennessee,Warren,45.9,33.3,45.1,37.9,42.1,38.2,-0.8,4.6
2560,Tennessee,Washington,49.0,30.3,47.8,35.4,46.8,37.0,-1.2,5.1
2561,Tennessee,Wayne,41.7,32.8,47.0,37.5,45.4,38.6,5.3,4.7
2562,Tennessee,Weakley,43.5,34.2,47.9,37.0,44.5,37.3,4.5,2.7
2563,Tennessee,White,44.2,31.2,44.2,35.3,41.4,36.1,0.0,4.1
2564,Tennessee,Williamson,60.4,45.2,57.3,49.2,54.2,49.7,-3.1,3.9
2565,Tennessee,Wilson,52.9,41.7,52.4,42.0,50.1,42.3,-0.5,0.2
2566,Texas,,55.2,44.1,56.4,48.4,54.1,49.5,1.3,4.3
2567,Texas,Anderson,48.4,34.0,53.2,45.4,52.1,46.9,4.8,11.4
2568,Texas,Andrews,50.7,38.7,51.8,43.2,50.4,44.7,1.1,4.4
2569,Texas,Angelina,53.2,38.4,51.9,43.3,51.0,44.4,-1.3,4.9
2570,Texas,Aransas,50.9,43.3,57.6,51.8,55.5,52.7,6.6,8.4
2571,Texas,Archer,53.9,48.1,55.8,52.1,54.0,52.9,1.9,4.0
2572,Texas,Armstrong,54.8,48.3,60.1,52.5,58.6,53.3,5.3,4.2
2573,Texas,Atascosa,50.6,40.9,55.7,46.4,53.4,47.5,5.1,5.5
2574,Texas,Austin,50.2,42.1,53.6,49.1,51.2,50.6,3.4,7.0
2575,Texas,Bailey,45.4,34.9,50.7,44.3,49.4,45.8,5.3,9.5
2576,Texas,Bandera,55.5,52.4,57.4,51.4,56.3,52.4,1.9,-1.0
2577,Texas,Bastrop,53.9,45.8,57.4,49.4,56.4,50.5,3.5,3.6
2578,Texas,Baylor,47.9,40.1,56.5,52.2,54.7,53.6,8.6,12.1
2579,Texas,Bee,53.8,46.1,52.4,46.9,50.9,48.0,-1.4,0.8
2580,Texas,Bell,64.2,47.3,58.3,49.4,56.1,50.0,-5.9,2.1
2581,Texas,Bexar,60.9,44.8,58.7,49.2,55.9,50.7,-2.2,4.4
2582,Texas,Blanco,55.0,49.1,61.2,55.0,59.5,56.0,6.2,5.9
2583,Texas,Borden,55.2,49.0,58.3,52.0,56.6,52.9,3.0,3.1
2584,Texas,Bosque,52.4,43.2,53.3,49.7,51.9,50.6,0.9,6.5
2585,Texas,Bowie,55.4,42.9,52.2,42.5,51.3,43.8,-3.2,-0.4
2586,Texas,Brazoria,57.1,49.6,60.5,52.1,58.6,53.4,3.5,2.6
2587,Texas,Brazos,57.9,47.6,59.6,49.9,58.4,50.8,1.7,2.3
2588,Texas,Brewster,53.7,48.1,57.7,53.6,56.0,54.2,4.0,5.5
2589,Texas,Briscoe,48.8,44.0,54.3,49.8,52.8,51.2,5.5,5.8
2590,Texas,Brooks,42.3,34.0,44.4,37.5,42.4,38.6,2.1,3.5
2591,Texas,Brown,52.6,43.5,53.9,49.2,51.4,50.1,1.3,5.7
2592,Texas,Burleson,49.5,39.2,49.7,45.0,47.4,46.1,0.2,5.8
2593,Texas,Burnet,54.9,44.6,57.9,51.4,56.0,52.5,3.0,6.8
2594,Texas,Caldwell,53.9,44.7,55.6,49.0,53.2,50.4,1.7,4.3
2595,Texas,Calhoun,52.0,41.4,54.2,49.9,52.3,51.2,2.2,8.5
2596,Texas,Callahan,54.3,46.4,55.5,50.8,53.2,51.9,1.3,4.4
2597,Texas,Cameron,45.2,34.4,51.2,43.2,52.1,45.2,6.0,8.8
2598,Texas,Camp,47.1,36.8,47.9,43.2,46.1,44.3,0.8,6.4
2599,Texas,Carson,54.6,48.9,56.8,48.7,55.3,49.8,2.2,-0.2
2600,Texas,Cass,51.6,41.5,50.4,41.4,49.5,42.2,-1.2,-0.1
2601,Texas,Castro,47.1,38.8,48.8,42.6,47.5,44.1,1.7,3.8
2602,Texas,Chambers,49.6,41.1,61.6,50.0,59.8,51.2,12.0,8.8
2603,Texas,Cherokee,48.7,36.9,49.1,40.2,47.6,41.1,0.4,3.3
2604,Texas,Childress,47.5,37.3,58.9,50.6,57.3,51.6,11.4,13.3
2605,Texas,Clay,52.2,47.4,57.5,53.1,55.9,54.1,5.3,5.6
2606,Texas,Cochran,43.9,35.8,49.8,43.3,48.4,44.5,5.9,7.5
2607,Texas,Coke,50.5,40.9,56.1,52.1,55.4,53.0,5.6,11.2
2608,Texas,Coleman,48.6,38.6,50.6,46.1,49.0,47.4,2.0,7.5
2609,Texas,Collin,63.1,52.4,63.1,56.2,59.9,57.3,0.0,3.8
2610,Texas,Collingsworth,45.8,39.7,49.8,44.9,48.4,46.1,4.1,5.2
2611,Texas,Colorado,49.9,40.0,53.9,47.3,52.3,48.6,4.0,7.4
2612,Texas,Comal,61.1,51.0,64.7,53.6,63.2,54.4,3.6,2.6
2613,Texas,Comanche,47.2,40.1,50.8,49.1,49.6,50.9,3.6,9.0
2614,Texas,Concho,41.4,32.7,58.2,49.2,56.8,49.9,16.7,16.5
2615,Texas,Cooke,52.2,42.6,54.0,47.4,51.8,48.5,1.8,4.8
2616,Texas,Coryell,62.4,46.8,59.7,52.6,58.3,54.0,-2.6,5.8
2617,Texas,Cottle,45.0,37.3,49.6,45.3,48.1,46.4,4.6,8.0
2618,Texas,Crane,51.8,40.9,50.9,42.1,49.3,43.5,-0.9,1.2
2619,Texas,Crockett,46.8,36.5,43.0,38.2,41.5,39.4,-3.7,1.7
2620,Texas,Crosby,44.8,38.8,51.1,44.7,49.6,46.0,6.4,5.8
2621,Texas,Culberson,44.1,37.5,47.1,41.6,44.4,42.4,2.9,4.1
2622,Texas,Dallam,46.4,37.7,51.1,47.9,49.6,48.8,4.7,10.2
2623,Texas,Dallas,53.2,41.4,52.5,45.0,49.6,46.7,-0.7,3.6
2624,Texas,Dawson,47.3,35.9,48.4,40.7,46.7,42.0,1.0,4.7
2625,Texas,Deaf Smith,46.8,35.4,51.0,42.8,49.1,44.3,4.2,7.3
2626,Texas,Delta,50.0,42.1,52.4,47.6,50.8,48.8,2.4,5.5
2627,Texas,Denton,59.7,50.4,63.0,53.2,61.3,53.9,3.3,2.8
2628,Texas,DeWitt,48.5,40.1,49.2,45.0,47.6,46.1,0.7,5.0
2629,Texas,Dickens,48.1,40.3,51.2,46.1,49.4,47.0,3.1,5.8
2630,Texas,Dimmit,45.1,38.6,45.6,39.6,43.9,40.7,0.5,0.9
2631,Texas,Donley,49.8,44.6,54.7,49.4,53.0,50.6,4.8,4.8
2632,Texas,Duval,48.3,41.7,51.7,43.8,49.7,45.1,3.4,2.0
2633,Texas,Eastland,48.4,41.1,51.3,46.0,49.5,46.8,3.0,4.9
2634,Texas,Ector,50.2,38.6,48.6,42.3,46.2,43.5,-1.6,3.7
2635,Texas,Edwards,45.9,42.0,49.7,46.7,48.2,47.5,3.8,4.7
2636,Texas,El Paso,58.4,42.3,57.8,45.6,56.8,45.6,-0.7,3.3
2637,Texas,Ellis,54.1,45.1,55.1,50.6,52.8,52.2,0.9,5.5
2638,Texas,Erath,52.0,42.9,53.9,50.0,53.1,51.1,2.0,7.1
2639,Texas,Falls,47.5,33.7,50.3,39.5,48.4,40.5,2.8,5.8
2640,Texas,Fannin,50.5,38.7,54.1,44.8,52.0,45.9,3.6,6.1
2641,Texas,Fayette,48.8,40.8,53.1,46.4,51.4,47.2,4.3,5.6
2642,Texas,Fisher,48.5,42.9,55.2,48.9,54.0,50.3,6.7,6.0
2643,Texas,Floyd,47.3,39.1,51.2,44.5,50.0,45.8,3.9,5.4
2644,Texas,Foard,47.2,40.9,48.7,44.9,47.4,46.5,1.5,4.0
2645,Texas,Fort Bend,59.4,49.9,60.2,52.9,56.8,52.5,0.8,3.1
2646,Texas,Franklin,51.2,43.4,53.0,48.7,51.6,49.8,1.8,5.3
2647,Texas,Freestone,53.7,42.9,53.4,43.8,51.6,44.9,-0.2,0.9
2648,Texas,Frio,45.2,38.1,51.0,41.7,49.4,42.8,5.8,3.6
2649,Texas,Gaines,41.3,30.3,43.7,36.3,42.1,37.6,2.4,6.0
2650,Texas,Galveston,59.0,47.0,63.0,48.8,61.7,49.3,4.0,1.8
2651,Texas,Garza,48.7,38.5,46.0,36.4,43.8,37.5,-2.7,-2.0
2652,Texas,Gillespie,55.2,50.8,56.2,54.1,54.1,55.4,1.0,3.3
2653,Texas,Glasscock,48.8,41.4,56.1,50.9,54.8,52.4,7.2,9.5
2654,Texas,Goliad,51.4,45.2,58.4,53.2,56.8,54.4,7.0,8.0
2655,Texas,Gonzales,47.0,36.6,47.1,42.2,45.5,43.5,0.1,5.6
2656,Texas,Gray,52.9,41.0,51.7,43.2,50.1,44.7,-1.3,2.2
2657,Texas,Grayson,56.2,42.3,59.1,46.9,57.1,48.3,2.9,4.6
2658,Texas,Gregg,52.6,43.7,54.7,45.3,53.4,46.4,2.1,1.5
2659,Texas,Grimes,50.1,36.6,52.0,46.1,50.2,47.4,2.0,9.5
2660,Texas,Guadalupe,60.9,47.5,60.6,53.7,58.1,54.4,-0.3,6.1
2661,Texas,Hale,48.3,41.2,48.3,41.3,45.8,42.5,0.0,0.1
2662,Texas,Hall,40.0,34.3,49.7,45.1,48.5,46.2,9.7,10.8
2663,Texas,Hamilton,50.0,40.9,54.4,51.8,52.4,52.9,4.4,10.9
2664,Texas,Hansford,48.6,40.3,52.1,43.9,50.6,45.3,3.4,3.5
2665,Texas,Hardeman,49.0,39.4,53.6,49.3,51.7,50.4,4.7,9.9
2666,Texas,Hardin,55.4,44.9,56.2,44.5,54.3,45.4,0.8,-0.4
2667,Texas,Harris,53.0,42.2,57.0,49.5,53.0,51.6,4.0,7.3
2668,Texas,Harrison,48.5,43.1,54.7,46.3,52.8,46.7,6.1,3.3
2669,Texas,Hartley,55.0,44.5,52.8,46.3,51.4,47.4,-2.2,1.8
2670,Texas,Haskell,47.6,40.2,52.5,46.7,50.8,47.7,4.9,6.4
2671,Texas,Hays,61.6,51.6,63.9,56.6,61.6,57.8,2.4,5.0
2672,Texas,Hemphill,52.6,46.3,55.6,50.0,54.5,50.8,3.0,3.7
2673,Texas,Henderson,49.2,40.2,52.2,42.6,51.4,43.5,3.0,2.4
2674,Texas,Hidalgo,42.6,34.1,48.8,41.8,48.4,43.3,6.2,7.7
2675,Texas,Hill,48.6,41.0,52.1,45.7,50.6,46.6,3.5,4.7
2676,Texas,Hockley,49.9,41.5,52.4,44.7,51.1,45.5,2.5,3.2
2677,Texas,Hood,57.9,46.7,57.1,51.8,56.1,53.2,-0.8,5.1
2678,Texas,Hopkins,51.4,41.6,50.7,44.7,49.2,46.1,-0.7,3.2
2679,Texas,Houston,48.5,35.4,48.9,43.7,47.4,44.9,0.4,8.3
2680,Texas,Howard,51.1,38.1,48.2,42.6,45.2,43.6,-2.8,4.5
2681,Texas,Hudspeth,38.1,30.7,43.6,36.0,41.9,36.5,5.5,5.3
2682,Texas,Hunt,52.7,42.8,53.8,44.4,53.0,45.6,1.1,1.5
2683,Texas,Hutchinson,54.6,46.5,53.1,45.1,50.3,46.5,-1.5,-1.3
2684,Texas,Irion,55.2,46.0,53.1,50.1,51.3,51.4,-2.1,4.2
2685,Texas,Jack,51.0,42.1,52.1,49.9,50.3,50.9,1.2,7.8
2686,Texas,Jackson,53.3,42.4,52.1,46.9,50.6,47.9,-1.1,4.5
2687,Texas,Jasper,51.0,41.8,53.7,43.1,51.1,43.9,2.7,1.3
2688,Texas,Jeff Davis,50.6,46.5,60.2,54.7,58.6,55.4,9.6,8.3
2689,Texas,Jefferson,52.5,39.3,59.0,44.4,58.1,46.7,6.5,5.0
2690,Texas,Jim Hogg,48.6,39.5,51.8,43.6,49.6,44.4,3.2,4.1
2691,Texas,Jim Wells,50.7,44.4,52.2,44.1,50.1,45.1,1.5,-0.3
2692,Texas,Johnson,56.1,45.1,54.2,50.6,52.4,51.8,-1.9,5.5
2693,Texas,Jones,44.4,36.0,45.0,38.6,42.7,40.1,0.6,2.6
2694,Texas,Karnes,45.4,34.3,48.5,42.9,46.3,44.3,3.1,8.6
2695,Texas,Kaufman,50.8,42.0,56.7,45.5,55.8,46.8,5.9,3.5
2696,Texas,Kendall,59.8,54.5,61.2,55.2,59.6,56.6,1.3,0.6
2697,Texas,Kenedy,46.4,40.7,55.8,49.0,54.6,49.8,9.4,8.3
