,State,County,"Male obesity prevalence, 2001 (%)","Female obesity prevalence, 2001 (%)","Male obesity prevalence, 2009 (%)","Female obesity  prevalence, 2009 (%)","Male obesity  prevalence, 2011* (%)","Female obesity prevalence, 2011* (%)","Difference in male obesity prevalence, 2001-2009 (percentage points)","Difference in female obesity prevalence, 2001-2009 (percentage points)"
1610,Missouri,St. Louis,25.5,28.2,32.0,36.0,32.9,36.8,6.5,7.8
1611,Missouri,St. Louis City,33.5,39.9,35.9,44.6,36.3,45.0,2.5,4.6
1612,Missouri,Stoddard,32.4,34.1,39.8,40.0,41.1,40.8,7.4,5.9
1613,Missouri,Stone,28.4,27.3,36.8,34.1,38.1,35.2,8.4,6.7
1614,Missouri,Sullivan,31.2,32.2,35.5,38.6,36.8,38.7,4.3,6.4
1615,Missouri,Taney,27.5,25.1,35.3,33.9,36.4,35.2,7.8,8.8
1616,Missouri,Texas,28.8,33.3,37.0,41.0,38.2,41.5,8.2,7.7
1617,Missouri,Vernon,29.4,30.9,35.7,39.4,36.9,40.2,6.3,8.5
1618,Missouri,Warren,28.4,29.5,39.4,37.3,40.8,38.4,11.0,7.8
1619,Missouri,Washington,33.1,35.4,42.6,45.6,43.9,46.8,9.5,10.2
1620,Missouri,Wayne,34.7,35.8,39.8,42.6,41.0,43.4,5.2,6.7
1621,Missouri,Webster,29.7,28.9,37.1,37.3,38.3,38.5,7.4,8.4
1622,Missouri,Worth,30.1,31.9,36.6,36.6,37.9,37.4,6.5,4.7
1623,Missouri,Wright,30.7,31.9,38.8,43.2,40.1,44.0,8.1,11.4
1624,Montana,,24.0,24.8,30.2,31.2,31.3,32.0,6.2,6.4
1625,Montana,Beaverhead,22.8,23.3,29.8,29.9,30.9,30.8,7.0,6.6
1626,Montana,Big Horn,32.4,40.7,36.9,47.5,37.8,48.7,4.5,6.7
1627,Montana,Blaine,32.6,33.7,37.3,45.0,38.5,45.2,4.8,11.3
1628,Montana,Broadwater,23.6,23.1,29.5,28.7,30.7,29.6,5.9,5.6
1629,Montana,Carbon,24.0,24.4,32.9,31.3,34.1,32.1,9.0,6.9
1630,Montana,Carter,27.4,27.9,34.9,36.0,36.1,36.5,7.5,8.1
1631,Montana,Cascade,27.0,26.8,33.4,33.7,34.8,34.5,6.4,6.9
1632,Montana,Chouteau,30.5,27.7,36.2,38.3,37.5,39.2,5.7,10.6
1633,Montana,Custer,26.3,27.6,35.4,33.0,36.6,33.9,9.0,5.5
1634,Montana,Daniels,30.0,27.0,30.0,29.9,31.3,30.3,0.0,2.9
1635,Montana,Dawson,29.2,25.1,32.7,36.7,33.9,37.4,3.4,11.7
1636,Montana,Deer Lodge,24.3,25.4,31.7,32.5,33.0,33.4,7.4,7.1
1637,Montana,Fallon,26.4,26.4,34.3,34.9,35.5,35.6,8.0,8.6
1638,Montana,Fergus,26.5,25.8,32.7,32.3,33.9,32.7,6.1,6.5
1639,Montana,Flathead,22.4,21.6,27.6,28.5,28.6,29.0,5.2,6.9
1640,Montana,Gallatin County and Yellowstone National Park,18.2,19.0,25.2,21.4,26.1,21.9,7.0,2.4
1641,Montana,Garfield,27.2,30.1,36.3,35.8,37.5,36.8,9.0,5.6
1642,Montana,Glacier,35.6,38.0,36.0,45.9,37.2,46.8,0.5,7.9
1643,Montana,Golden Valley,29.1,31.2,35.1,36.4,36.1,37.3,5.9,5.2
1644,Montana,Granite,24.7,25.8,31.0,30.5,32.2,30.9,6.3,4.7
1645,Montana,Hill,30.1,28.8,38.4,39.6,39.6,40.4,8.3,10.8
1646,Montana,Jefferson,21.6,21.8,28.6,26.8,29.6,27.7,7.0,5.1
1647,Montana,Judith Basin,28.4,26.5,33.9,33.7,35.1,34.5,5.6,7.2
1648,Montana,Lake,25.0,27.9,31.5,33.1,32.7,34.3,6.4,5.2
1649,Montana,Lewis and Clark,24.2,21.1,28.7,29.3,29.7,30.2,4.5,8.2
1650,Montana,Liberty,31.4,27.8,38.5,39.4,40.0,41.1,7.1,11.6
1651,Montana,Lincoln,24.6,27.1,30.6,32.6,31.9,33.6,6.1,5.4
1652,Montana,Madison,20.3,23.1,28.2,26.9,29.3,27.8,7.8,3.8
1653,Montana,McCone,29.8,27.5,33.2,34.1,34.4,34.8,3.5,6.6
1654,Montana,Meagher,25.6,26.4,33.0,33.6,34.3,34.4,7.4,7.2
1655,Montana,Mineral,24.0,29.9,32.3,35.1,33.3,35.9,8.3,5.2
1656,Montana,Missoula,19.6,21.5,25.0,28.1,26.0,28.9,5.5,6.6
1657,Montana,Musselshell,25.0,29.2,34.4,34.6,35.5,35.0,9.4,5.4
1658,Montana,Park,20.8,22.8,28.7,25.8,29.9,26.5,7.9,3.1
1659,Montana,Petroleum,26.8,29.9,34.7,34.8,35.9,35.3,7.9,5.0
1660,Montana,Phillips,28.6,28.9,33.1,34.9,34.3,35.6,4.4,6.0
1661,Montana,Pondera,32.9,30.0,36.1,38.3,37.4,39.1,3.2,8.3
1662,Montana,Powder River,28.1,29.0,36.8,35.3,37.9,36.3,8.7,6.3
1663,Montana,Powell,27.2,25.1,30.7,31.9,31.8,32.5,3.6,6.7
1664,Montana,Prairie,28.3,29.0,35.4,36.7,36.7,37.3,7.1,7.7
1665,Montana,Ravalli,21.8,23.8,28.2,25.6,29.1,26.3,6.4,1.9
1666,Montana,Richland,30.2,27.3,34.6,36.6,35.7,37.2,4.3,9.3
1667,Montana,Roosevelt,36.7,37.4,35.9,44.8,37.0,44.9,-0.9,7.4
1668,Montana,Rosebud,28.0,34.4,38.3,41.5,39.5,42.3,10.3,7.1
1669,Montana,Sanders,24.2,29.5,29.7,34.1,30.9,34.2,5.6,4.5
1670,Montana,Sheridan,30.2,29.1,34.5,34.0,35.7,34.6,4.3,4.8
1671,Montana,Silver Bow,22.5,24.3,29.4,30.9,30.5,32.2,6.9,6.5
1672,Montana,Stillwater,23.9,24.7,32.1,30.6,33.3,31.5,8.1,5.9
1673,Montana,Sweet Grass,24.2,23.7,32.3,30.2,33.5,31.0,8.1,6.4
1674,Montana,Teton,26.7,25.7,33.7,34.3,34.9,35.0,7.0,8.6
1675,Montana,Toole,33.0,28.4,35.3,35.7,36.5,36.7,2.3,7.3
1676,Montana,Treasure,21.9,23.1,29.5,30.1,30.5,30.7,7.6,7.0
1677,Montana,Valley,29.8,28.6,33.1,32.9,34.4,34.1,3.2,4.4
1678,Montana,Wheatland,28.1,28.8,35.1,35.1,36.6,36.0,7.0,6.3
1679,Montana,Wibaux,30.1,29.4,36.0,38.5,37.1,39.2,5.9,9.1
1680,Montana,Yellowstone,24.5,26.0,32.4,33.7,33.5,34.7,7.9,7.7
1681,Nebraska,,27.3,28.0,34.9,35.6,36.1,36.5,7.7,7.6
1682,Nebraska,Adams,29.6,27.0,36.0,34.3,37.0,35.2,6.5,7.3
1683,Nebraska,Antelope,28.6,26.5,34.2,34.8,35.4,35.5,5.6,8.3
1684,Nebraska,Arthur,26.7,27.0,34.0,33.4,35.3,34.0,7.3,6.4
1685,Nebraska,Banner,28.2,24.6,36.1,35.9,37.4,36.3,7.8,11.3
1686,Nebraska,Blaine,26.8,27.2,33.6,34.4,34.9,34.5,6.9,7.2
1687,Nebraska,Boone,29.4,26.3,33.1,33.7,34.2,34.6,3.7,7.4
1688,Nebraska,Box Butte,28.5,30.2,36.9,35.6,38.0,37.1,8.4,5.4
1689,Nebraska,Boyd,27.9,29.2,33.1,33.5,34.4,33.9,5.2,4.3
1690,Nebraska,Brown,28.0,28.2,34.2,34.2,35.4,34.7,6.2,6.0
1691,Nebraska,Buffalo,29.9,26.3,35.3,35.2,36.4,35.5,5.4,8.9
1692,Nebraska,Burt,29.4,29.7,34.3,33.4,35.5,34.2,4.9,3.7
1693,Nebraska,Butler,28.4,31.0,37.0,36.3,38.3,37.0,8.7,5.3
1694,Nebraska,Cass,28.4,28.4,36.8,34.5,38.0,35.5,8.4,6.1
1695,Nebraska,Cedar,28.4,27.6,35.3,33.2,36.6,33.8,7.0,5.6
1696,Nebraska,Chase,27.4,27.9,34.1,33.9,35.3,34.3,6.7,6.0
1697,Nebraska,Cherry,26.8,27.4,33.3,33.5,34.5,34.5,6.5,6.2
1698,Nebraska,Cheyenne,28.2,25.6,33.1,32.6,34.2,33.5,4.9,7.0
1699,Nebraska,Clay,28.9,29.9,36.1,34.8,37.2,35.8,7.3,4.9
1700,Nebraska,Colfax,27.5,33.3,38.5,41.0,39.5,41.5,11.0,7.7
1701,Nebraska,Cuming,27.3,31.0,35.4,34.8,36.7,35.5,8.2,3.8
1702,Nebraska,Custer,28.2,29.4,35.6,35.0,36.8,35.9,7.4,5.6
1703,Nebraska,Dakota,31.1,32.3,41.3,42.0,42.3,41.9,10.2,9.7
1704,Nebraska,Dawes,27.2,27.3,34.4,35.5,35.6,36.3,7.2,8.3
1705,Nebraska,Dawson,31.2,33.0,40.0,40.1,41.2,40.5,8.8,7.1
1706,Nebraska,Deuel,25.0,25.3,31.5,31.3,32.7,32.0,6.5,6.0
1707,Nebraska,Dixon,28.2,29.1,36.8,36.1,38.0,36.6,8.6,7.0
1708,Nebraska,Dodge,28.3,29.8,36.4,36.3,37.5,37.0,8.0,6.5
1709,Nebraska,Douglas,25.2,28.3,33.9,35.9,35.0,37.1,8.7,7.5
1710,Nebraska,Dundy,24.8,26.7,30.1,29.2,31.2,30.1,5.3,2.5
1711,Nebraska,Fillmore,27.4,27.8,35.2,34.8,36.4,35.5,7.8,7.0
1712,Nebraska,Franklin,27.9,28.6,33.7,33.1,34.9,34.1,5.9,4.5
1713,Nebraska,Frontier,29.6,29.6,35.9,35.4,37.1,35.9,6.3,5.8
1714,Nebraska,Furnas,27.9,29.9,35.5,35.3,36.8,36.3,7.7,5.4
1715,Nebraska,Gage,30.2,29.5,38.3,39.1,39.5,39.9,8.0,9.6
1716,Nebraska,Garden,26.1,27.2,33.3,33.4,34.5,34.2,7.3,6.3
1717,Nebraska,Garfield,26.7,28.3,33.2,32.7,34.4,33.6,6.4,4.4
1718,Nebraska,Gosper,29.7,27.8,35.0,33.6,36.1,34.2,5.3,5.8
1719,Nebraska,Grant,26.5,26.3,34.5,34.0,35.8,34.6,8.0,7.7
1720,Nebraska,Greeley,30.4,29.9,34.9,34.8,36.1,35.7,4.5,5.0
1721,Nebraska,Hall,31.0,29.3,37.3,40.1,38.0,40.9,6.3,10.9
1722,Nebraska,Hamilton,28.9,29.4,35.9,34.2,37.1,34.9,7.0,4.7
1723,Nebraska,Harlan,28.0,29.9,34.3,33.7,35.6,34.4,6.4,3.8
1724,Nebraska,Hayes,29.4,28.8,36.6,37.1,37.8,37.8,7.2,8.3
1725,Nebraska,Hitchcock,29.0,30.7,35.6,35.4,36.7,36.4,6.6,4.7
1726,Nebraska,Holt,26.5,27.9,33.5,33.1,34.7,34.0,6.9,5.2
1727,Nebraska,Hooker,26.7,25.2,33.1,32.6,34.3,33.3,6.4,7.4
1728,Nebraska,Howard,30.2,28.9,36.1,36.1,37.3,36.5,6.0,7.2
1729,Nebraska,Jefferson,28.0,27.5,36.8,37.4,38.0,38.0,8.7,9.9
1730,Nebraska,Johnson,29.9,31.1,37.7,39.2,38.8,39.7,7.8,8.1
1731,Nebraska,Kearney,29.6,26.9,35.6,33.7,36.8,34.4,6.0,6.8
1732,Nebraska,Keith,26.5,28.3,35.4,35.1,36.6,36.2,8.9,6.8
1733,Nebraska,Keya Paha,28.8,30.0,34.9,36.1,36.1,36.8,6.1,6.1
1734,Nebraska,Kimball,27.7,25.1,31.2,32.5,32.1,33.5,3.6,7.4
1735,Nebraska,Knox,28.1,30.6,34.9,35.5,36.1,36.1,6.8,4.9
1736,Nebraska,Lancaster,25.3,25.3,32.1,34.3,33.3,35.0,6.9,9.0
1737,Nebraska,Lincoln,28.8,28.7,37.8,39.1,39.2,40.1,9.0,10.4
1738,Nebraska,Logan,28.4,27.3,35.0,34.8,36.3,35.5,6.5,7.5
1739,Nebraska,Loup,26.3,27.6,34.8,35.5,36.0,36.0,8.5,7.9
1740,Nebraska,Madison,27.2,26.1,33.5,36.5,34.7,37.8,6.4,10.4
1741,Nebraska,McPherson,29.0,27.6,36.3,36.6,37.5,37.0,7.2,9.0
1742,Nebraska,Merrick,29.6,29.7,35.6,36.1,36.9,36.8,6.0,6.4
1743,Nebraska,Morrill,30.9,30.3,36.7,37.0,37.8,37.6,5.8,6.8
1744,Nebraska,Nance,29.9,29.5,35.2,35.6,36.3,36.6,5.2,6.1
1745,Nebraska,Nemaha,29.0,28.6,35.3,35.4,36.6,35.8,6.3,6.8
1746,Nebraska,Nuckolls,27.5,28.8,32.7,33.0,33.9,32.9,5.2,4.2
1747,Nebraska,Otoe,28.4,29.0,38.3,40.1,39.6,40.5,10.0,11.1
1748,Nebraska,Pawnee,28.1,29.4,34.1,33.4,35.3,34.3,6.0,4.0
1749,Nebraska,Perkins,27.3,27.0,34.2,34.1,35.2,34.6,6.9,7.1
1750,Nebraska,Phelps,29.0,27.3,34.7,33.3,35.9,33.9,5.7,6.0
1751,Nebraska,Pierce,26.2,24.1,31.8,31.6,32.9,32.3,5.6,7.5
1752,Nebraska,Platte,27.8,28.4,34.4,36.6,35.4,37.5,6.6,8.2
1753,Nebraska,Polk,27.5,30.8,35.1,33.9,36.1,34.7,7.6,3.1
1754,Nebraska,Red Willow,26.8,29.0,33.7,32.5,34.9,33.2,6.9,3.6
1755,Nebraska,Richardson,29.3,31.8,34.6,34.4,35.8,35.2,5.2,2.6
1756,Nebraska,Rock,26.6,27.7,32.6,33.1,33.6,33.4,6.0,5.4
1757,Nebraska,Saline,28.7,29.1,36.9,40.6,38.0,41.3,8.2,11.5
1758,Nebraska,Sarpy,28.8,26.9,37.0,33.2,37.9,34.2,8.2,6.3
1759,Nebraska,Saunders,29.0,29.0,37.7,35.4,38.9,36.3,8.6,6.4
1760,Nebraska,Scotts Bluff,29.6,29.7,39.6,37.7,40.9,38.8,10.0,8.0
1761,Nebraska,Seward,27.8,27.4,36.3,33.2,37.5,33.9,8.5,5.8
1762,Nebraska,Sheridan,26.8,28.2,32.9,34.0,34.0,34.8,6.1,5.7
1763,Nebraska,Sherman,30.2,30.2,35.9,35.5,37.1,36.3,5.8,5.3
1764,Nebraska,Sioux,26.3,25.6,33.6,32.7,34.8,33.7,7.3,7.1
1765,Nebraska,Stanton,26.8,28.0,34.7,35.0,35.9,35.8,7.9,7.1
1766,Nebraska,Thayer,27.9,28.3,35.0,35.7,36.1,36.4,7.0,7.4
1767,Nebraska,Thomas,29.4,28.0,34.4,34.3,35.5,35.2,5.0,6.3
1768,Nebraska,Thurston,33.1,39.2,37.2,46.5,38.4,46.7,4.1,7.2
1769,Nebraska,Valley,26.6,27.7,32.4,32.1,33.6,32.7,5.8,4.4
1770,Nebraska,Washington,31.5,29.4,36.9,34.5,38.1,35.3,5.4,5.1
1771,Nebraska,Wayne,26.9,27.2,34.3,34.2,35.4,35.0,7.3,7.0
1772,Nebraska,Webster,30.1,29.9,35.5,34.8,36.8,35.6,5.5,4.9
1773,Nebraska,Wheeler,27.9,26.9,33.7,33.9,35.0,34.1,5.8,7.0
1774,Nebraska,York,28.0,29.9,38.3,37.7,39.7,38.8,10.3,7.8
1775,Nevada,,26.4,25.7,32.3,31.1,33.0,32.1,6.0,5.3
1776,Nevada,Carson City,23.6,25.5,31.4,28.3,32.4,29.0,7.8,2.8
1777,Nevada,Churchill,25.7,27.3,34.3,36.4,35.5,37.6,8.6,9.1
1778,Nevada,Clark,27.3,26.2,32.7,31.3,33.2,32.4,5.4,5.0
1779,Nevada,Douglas,22.0,22.9,29.7,26.6,30.8,27.3,7.7,3.7
1780,Nevada,Elko,29.3,28.9,36.0,38.9,37.2,40.0,6.7,10.0
1781,Nevada,Esmeralda,28.0,31.1,36.7,37.5,37.7,38.7,8.7,6.4
1782,Nevada,Eureka,27.5,27.5,33.1,34.1,34.7,34.8,5.6,6.6
1783,Nevada,Humboldt,28.8,28.1,36.5,36.7,37.5,37.3,7.7,8.6
1784,Nevada,Lander,27.8,32.1,39.1,40.6,40.4,41.5,11.3,8.6
1785,Nevada,Lincoln,26.8,28.5,34.2,33.4,35.4,34.3,7.5,4.9
1786,Nevada,Lyon,27.2,27.0,36.5,37.6,37.7,38.7,9.3,10.6
1787,Nevada,Mineral,29.8,32.3,36.7,39.8,37.7,40.1,6.8,7.4
1788,Nevada,Nye,29.9,31.5,38.1,38.0,39.3,39.1,8.2,6.5
1789,Nevada,Pershing,25.5,29.5,34.8,37.4,36.2,38.4,9.4,7.9
1790,Nevada,Storey,24.3,24.3,32.9,30.1,34.1,30.8,8.5,5.8
1791,Nevada,Washoe,22.0,22.2,29.0,27.7,30.0,28.4,7.0,5.5
1792,Nevada,White Pine,28.2,28.9,34.6,35.9,35.6,36.7,6.3,7.0
1793,New Hampshire,,24.3,24.6,32.3,32.0,33.5,32.7,8.1,7.4
1794,New Hampshire,Belknap,24.8,25.0,31.7,35.5,32.6,36.4,6.9,10.5
1795,New Hampshire,Carroll,22.3,22.2,28.3,30.0,29.3,30.9,6.0,7.8
1796,New Hampshire,Cheshire,22.6,25.2,30.7,33.8,31.5,34.7,8.1,8.5
1797,New Hampshire,Coos,28.2,28.7,34.3,37.6,35.7,38.6,6.1,8.9
1798,New Hampshire,Grafton,21.7,23.0,28.1,30.6,29.4,31.5,6.4,7.7
1799,New Hampshire,Hillsborough,24.9,24.7,33.2,32.5,34.6,32.9,8.3,7.8
1800,New Hampshire,Merrimack,22.7,25.7,31.7,32.2,33.0,32.9,9.0,6.4
1801,New Hampshire,Rockingham,24.9,22.9,33.3,28.3,34.4,29.0,8.4,5.4
1802,New Hampshire,Strafford,24.6,26.7,33.0,36.1,34.1,37.1,8.4,9.4
1803,New Hampshire,Sullivan,24.6,26.0,33.6,33.4,34.9,34.1,9.0,7.5
1804,New Jersey,,24.9,26.3,31.6,31.5,32.6,32.2,6.6,5.2
1805,New Jersey,Atlantic,27.8,31.8,34.8,34.2,35.7,35.2,7.0,2.4
1806,New Jersey,Bergen,23.0,19.5,26.9,25.8,27.9,26.1,3.9,6.3
1807,New Jersey,Burlington,24.3,27.0,35.5,31.8,36.8,32.4,11.2,4.8
1808,New Jersey,Camden,25.5,30.5,34.0,35.8,35.0,36.6,8.5,5.3
1809,New Jersey,Cape May,30.4,28.1,35.3,33.8,36.3,34.8,5.0,5.7
1810,New Jersey,Cumberland,30.1,36.9,40.1,40.9,41.2,41.7,10.0,4.0
1811,New Jersey,Essex,27.1,31.4,30.4,37.4,31.3,38.4,3.4,6.0
1812,New Jersey,Gloucester,26.2,29.7,35.6,35.0,36.8,35.7,9.4,5.3
1813,New Jersey,Hudson,24.6,29.5,29.9,35.0,30.8,35.9,5.3,5.5
1814,New Jersey,Hunterdon,21.0,21.2,26.8,24.4,27.7,25.1,5.8,3.2
1815,New Jersey,Mercer,23.4,27.3,31.1,32.7,32.1,33.2,7.7,5.4
1816,New Jersey,Middlesex,23.0,25.8,29.8,28.8,30.7,29.5,6.9,3.0
1817,New Jersey,Monmouth,23.5,21.8,32.1,27.5,33.2,28.2,8.5,5.7
1818,New Jersey,Morris,21.5,19.4,28.3,25.2,29.4,25.7,6.8,5.8
1819,New Jersey,Ocean,29.3,26.8,37.1,31.8,38.3,32.8,7.7,5.0
1820,New Jersey,Passaic,26.6,29.1,32.7,34.2,33.8,34.7,6.2,5.0
1821,New Jersey,Salem,27.2,32.8,40.9,39.0,42.2,40.2,13.8,6.3
1822,New Jersey,Somerset,22.3,21.3,28.3,26.1,29.1,26.4,6.0,4.8
1823,New Jersey,Sussex,27.3,21.8,34.1,29.8,35.2,30.4,6.8,8.0
1824,New Jersey,Union,25.1,27.7,29.5,33.5,30.5,34.4,4.5,5.9
1825,New Jersey,Warren,25.2,27.6,34.9,32.7,36.3,33.2,9.7,5.2
1826,New Mexico,,23.1,27.9,30.1,34.0,31.2,34.9,7.1,6.1
1827,New Mexico,Bernalillo,19.8,23.5,26.5,29.7,27.6,30.5,6.7,6.2
1828,New Mexico,Catron,26.4,26.5,33.7,36.5,34.9,37.2,7.2,10.1
1829,New Mexico,Chaves,27.6,32.5,35.8,41.7,36.8,42.3,8.2,9.1
1830,New Mexico,Cibola,28.6,32.2,34.3,42.6,35.4,44.0,5.8,10.4
1831,New Mexico,Colfax,23.8,26.1,31.3,31.8,32.4,32.8,7.6,5.7
1832,New Mexico,Curry,25.7,32.1,35.3,39.0,36.7,39.8,9.6,6.9
1833,New Mexico,De Baca,26.2,30.5,35.3,39.7,36.7,40.5,9.1,9.2
1834,New Mexico,Dona Ana,23.9,32.2,35.2,38.4,36.2,39.7,11.3,6.1
1835,New Mexico,Eddy,30.2,33.3,36.4,40.1,37.5,40.9,6.1,6.9
1836,New Mexico,Grant,24.3,27.2,30.5,34.5,31.5,35.5,6.3,7.2
1837,New Mexico,Guadalupe,24.4,32.2,32.1,36.2,33.3,36.9,7.8,4.0
1838,New Mexico,Harding,25.3,31.2,32.9,34.5,33.5,35.2,7.6,3.3
1839,New Mexico,Hidalgo,27.6,34.1,32.0,38.9,33.0,40.1,4.4,4.7
1840,New Mexico,Lea,31.6,36.0,40.2,41.1,41.5,42.3,8.6,5.1
1841,New Mexico,Lincoln,22.1,25.9,30.9,31.9,31.8,32.6,8.8,6.0
1842,New Mexico,Los Alamos,17.4,18.3,21.7,22.1,22.5,22.7,4.2,3.7
1843,New Mexico,Luna,29.1,38.8,35.9,42.5,36.8,42.7,6.9,3.7
1844,New Mexico,McKinley,30.8,40.3,36.6,46.8,37.6,48.2,5.8,6.5
1845,New Mexico,Mora,20.3,28.9,26.2,30.8,27.3,31.5,5.9,1.9
1846,New Mexico,Otero,24.5,30.8,32.3,39.3,33.4,39.8,7.9,8.6
1847,New Mexico,Quay,27.2,34.4,35.8,39.8,37.0,40.3,8.6,5.4
1848,New Mexico,Rio Arriba,20.8,28.8,29.3,35.3,30.5,36.6,8.4,6.5
1849,New Mexico,Roosevelt,28.3,32.0,36.7,40.4,37.9,41.6,8.5,8.5
1850,New Mexico,San Juan,27.5,32.0,34.7,38.6,36.0,39.0,7.2,6.6
1851,New Mexico,San Miguel,21.0,28.9,28.2,33.8,29.3,34.6,7.2,4.8
1852,New Mexico,Sandoval,24.1,28.3,29.0,32.0,30.0,33.1,4.9,3.7
1853,New Mexico,Santa Fe,17.4,19.9,20.4,22.6,21.0,23.6,3.0,2.6
1854,New Mexico,Sierra,24.6,30.8,33.9,35.1,35.0,35.4,9.3,4.3
1855,New Mexico,Socorro,25.5,30.7,32.0,39.4,33.0,40.0,6.5,8.7
1856,New Mexico,Taos,20.2,24.8,26.3,29.7,27.1,31.5,6.1,4.9
1857,New Mexico,Torrance,24.9,29.4,30.5,34.0,31.6,35.1,5.6,4.7
1858,New Mexico,Union,25.2,28.4,32.9,35.4,34.0,36.7,7.8,6.9
1859,New Mexico,Valencia,24.4,29.3,32.4,39.4,33.6,40.4,8.1,10.1
1860,New York,,23.9,26.9,30.2,32.9,31.2,33.8,6.3,5.9
1861,New York,Albany,25.7,24.5,30.1,34.1,31.0,35.1,4.4,9.7
1862,New York,Allegany,29.2,29.0,38.1,35.4,39.4,36.4,8.9,6.4
1863,New York,Bronx,26.4,36.1,32.0,40.9,32.9,41.8,5.6,4.8
1864,New York,Broome,27.1,28.3,33.9,34.4,35.2,35.4,6.9,6.1
1865,New York,Cattaraugus,29.2,30.3,38.4,36.3,39.7,37.3,9.2,5.9
1866,New York,Cayuga,30.1,28.8,37.2,35.3,38.4,36.2,7.1,6.5
1867,New York,Chautauqua,28.9,32.3,36.5,37.2,37.6,38.4,7.5,4.9
1868,New York,Chemung,27.4,31.9,34.9,38.9,36.1,39.7,7.5,6.9
1869,New York,Chenango,28.3,31.7,36.6,36.5,37.9,37.5,8.4,4.8
1870,New York,Clinton,25.3,28.2,34.5,33.6,35.7,34.7,9.2,5.4
1871,New York,Columbia,27.2,26.0,33.1,34.4,34.3,35.2,5.9,8.4
1872,New York,Cortland,27.7,29.2,35.3,35.0,36.4,35.7,7.6,5.8
1873,New York,Delaware,28.2,29.1,34.2,35.8,35.4,36.9,6.1,6.7
1874,New York,Dutchess,24.5,24.2,32.9,31.0,34.1,31.8,8.3,6.7
1875,New York,Erie,27.3,29.2,34.5,35.7,35.6,36.9,7.2,6.5
1876,New York,Essex,25.7,26.5,32.3,32.8,33.5,34.1,6.7,6.4
1877,New York,Franklin,30.2,32.0,36.2,39.3,37.4,40.7,5.9,7.3
1878,New York,Fulton,28.8,27.6,36.4,36.4,37.7,37.1,7.6,8.9
1879,New York,Genesee,26.7,29.4,36.9,36.9,38.1,38.1,10.3,7.5
1880,New York,Greene,27.4,28.3,34.0,37.3,35.2,38.4,6.6,9.0
1881,New York,Hamilton,27.5,26.6,35.0,34.6,36.2,35.4,7.5,8.0
1882,New York,Herkimer,27.8,29.8,37.3,36.1,38.6,37.4,9.5,6.4
1883,New York,Jefferson,27.5,31.9,37.3,39.6,38.4,40.5,9.8,7.7
1884,New York,Kings,23.6,32.5,27.8,36.3,28.7,37.0,4.2,3.8
1885,New York,Lewis,27.7,31.9,37.7,37.8,39.0,37.9,10.0,5.9
1886,New York,Livingston,28.0,28.8,37.2,38.1,38.4,39.3,9.2,9.4
1887,New York,Madison,27.0,30.0,35.9,35.5,37.1,36.5,8.9,5.5
1888,New York,Monroe,25.2,29.1,34.0,38.4,35.1,39.8,8.8,9.4
1889,New York,Montgomery,29.0,29.5,36.7,38.8,37.9,39.8,7.7,9.2
1890,New York,Nassau,22.7,20.7,29.4,28.0,30.3,28.7,6.8,7.3
1891,New York,New York,15.2,19.6,18.6,24.4,19.1,25.4,3.3,4.8
1892,New York,Niagara,27.3,33.9,38.4,37.3,39.7,38.0,11.1,3.5
1893,New York,Oneida,26.4,30.5,35.2,34.0,36.5,35.1,8.8,3.5
1894,New York,Onondaga,25.8,28.2,35.9,34.3,37.2,35.2,10.0,6.1
1895,New York,Ontario,25.6,26.3,33.5,36.2,34.6,37.4,7.9,9.9
1896,New York,Orange,27.9,27.9,34.8,35.4,35.9,36.3,7.0,7.5
1897,New York,Orleans,27.8,35.8,38.7,41.5,40.0,42.6,10.9,5.7
1898,New York,Oswego,29.0,31.5,38.9,38.6,40.2,40.1,10.0,7.1
1899,New York,Otsego,24.7,28.4,33.3,34.0,34.6,34.8,8.7,5.6
1900,New York,Putnam,23.6,22.0,33.4,29.9,34.5,30.5,9.7,7.9
1901,New York,Queens,20.8,25.9,25.9,32.3,26.6,33.3,5.1,6.4
1902,New York,Rensselaer,27.3,25.8,32.4,34.5,33.5,35.4,5.1,8.7
1903,New York,Richmond,20.5,24.4,27.6,30.3,28.7,31.0,7.1,6.0
1904,New York,Rockland,22.9,23.0,33.2,28.7,34.4,29.7,10.3,5.8
1905,New York,Saratoga,27.3,24.0,32.4,30.9,33.4,31.8,5.1,6.9
1906,New York,Schenectady,28.6,25.5,32.9,35.1,33.9,36.3,4.3,9.6
1907,New York,Schoharie,27.4,28.2,34.8,36.7,36.0,37.6,7.4,8.6
1908,New York,Schuyler,27.7,30.7,34.3,35.4,35.4,36.5,6.6,4.7
1909,New York,Seneca,29.6,28.2,36.7,39.0,37.9,39.8,7.1,10.7
1910,New York,St. Lawrence,29.0,31.3,37.2,39.8,38.4,40.8,8.2,8.5
1911,New York,Steuben,27.7,29.9,35.2,37.8,36.4,39.0,7.6,7.9
1912,New York,Suffolk,27.2,24.3,34.2,29.8,35.2,30.5,7.0,5.6
1913,New York,Sullivan,29.5,28.7,35.0,37.4,36.1,38.2,5.5,8.7
1914,New York,Tioga,26.6,27.9,35.6,37.9,36.9,38.6,9.0,10.0
1915,New York,Tompkins,22.8,24.4,29.6,30.8,30.3,31.4,6.8,6.4
